standard_code,gender,age_min,age_max,ref_min,ref_max,unit,notes
HY-XT-001,all,0,150,3.9,6.1,mmol/L,正常成人空腹血糖参考区间为3.9~6.1mmol/L；若空腹血糖≥7.0mmol/L需考虑糖尿病可能，6.1~<7.0mmol/L为空腹血糖受损。
HY-XT-002,all,0,150,4.0,6.0,%,采用高效液相色谱法检测的标准参考范围为4.0%~6.0%，不同检测方法参考范围可能略有差异；该指标反映受检者近2~3个月的平均血糖水平，2型糖尿病患者常规控制目标通常为<7.0%。
HY-NCG-002,all,0,150,4.5,8.0,,尿酸碱度受饮食结构、服药情况、机体酸碱代谢状态影响较大，普通饮食条件下参考范围为4.5~8.0，晨尿多偏酸性，pH多在5.5~6.5区间，平均值约为6.0
HY-NCG-004,all,0,150,1.003,1.03,,晨尿参考范围多为1.015~1.025，新生儿参考范围为1.002~1.004。尿比重受饮水量、出汗量、饮食等因素影响较大，需结合其他指标综合判断。
HY-JZ-001,all,0,150,0.27,4.2,mIU/L,本参考范围为非妊娠成人参考值，妊娠女性参考范围：妊娠早期0.1~2.5mIU/L，妊娠中期0.2~3.0mIU/L，妊娠晚期0.3~3.0mIU/L，不同检测试剂、检测方法的参考范围可能存在差异，建议以就诊实验室出具的报告为准。
HY-JZ-002,all,0,150,12.0,22.0,pmol/L,游离甲状腺素参考范围因检测方法、试剂、仪器不同可能存在差异，无明显性别差异，妊娠人群需采用对应孕周的特异性参考区间，结果解读需结合促甲状腺激素等其他甲状腺功能指标及临床情况综合判断
HY-JZ-003,all,0,150,3.1,6.8,pmol/L,本参考范围适用于成人化学发光法检测，不同检测方法、试剂及检测机构参考范围可能存在差异，具体以就诊机构出具的报告单标注为准。
HY-JZ-004,all,0,150,0.0,34.0,IU/mL,不同检测方法、试剂对应的参考区间可能存在差异，具体以就诊医院出具的报告单为准。正常人群参考值通常＜34IU/mL，指标升高多见于桥本甲状腺炎、Graves病等自身免疫性甲状腺疾病。
HY-JZ-005,all,0,150,0.0,40.0,IU/mL,不同检测试剂及方法学的参考范围可能存在差异，具体以就诊医疗机构出具的报告单为准，结果异常需结合其他甲状腺功能指标综合判断。
HY-ZL-001,all,0,150,0.0,25.0,IU/mL,正常成人血清甲胎蛋白参考范围为0~25IU/mL，妊娠期女性、新生儿可出现生理性升高，原发性肝癌、病毒性肝炎、生殖腺胚胎源性肿瘤等病理状态下可升高，不同检测方法及试剂参考区间可能存在差异，具体以检测机构报告单为准。
HY-ZL-002,all,0,150,0.0,5.0,ng/mL,正常人群参考值为0~5ng/mL，长期吸烟者可轻度升高，通常不超过10ng/mL；消化道炎症、呼吸道感染等良性疾病也可出现一过性升高，指标显著升高需警惕消化道恶性肿瘤、肺癌、乳腺癌等恶性病变可能。
HY-ZL-003,all,0,150,0.0,35.0,U/mL,女性月经期、妊娠早期可出现生理性升高，明显升高可见于卵巢癌、子宫内膜癌、胰腺癌、肺癌等恶性肿瘤，也可见于子宫内膜异位症、盆腔炎等良性疾病
HY-ZL-003,male,18,150,0.0,35.0,U/mL,
HY-ZL-003,female,18,150,0.0,35.0,U/mL,
HY-ZL-004,all,0,150,0.0,37.0,U/mL,本指标无性别差异，正常参考范围为0~37U/mL；部分良性疾病如胰腺炎、胆囊炎、胆石症等可出现一过性升高，显著升高多见于胰腺癌、消化道恶性肿瘤等，结果需结合临床综合判断。
HY-ZL-005,all,0,150,0.0,25.0,U/mL,不同检测方法及检测系统参考范围可能存在差异，以就诊医院出具的报告单为准；该指标为肿瘤标志物，升高可见于乳腺癌、卵巢癌、肺癌等恶性肿瘤，部分良性乳腺疾病、妊娠中晚期也可出现轻度升高
HY-ZL-006,all,0,150,0.0,6.9,U/mL,本参考范围为电化学发光法检测所得，不同检测方法、试剂盒及检测机构的参考范围可能存在差异，具体以就诊医院出具的报告单为准。妊娠、良性胃肠道疾病、良性妇科疾病等生理或良性病理状态下也可能出现该指标升高。
HY-ZL-007,all,0,150,0.0,16.3,ng/mL,本参考范围为电化学发光法检测参考值，不同检测方法、试剂厂商参考范围可能存在差异，以就诊医院出具的报告单为准；溶血标本会使检测结果假性升高，采血后应避免溶血。
HY-ZL-008,all,0,150,0.0,1.5,ng/mL,不同实验室因检测方法不同参考范围可能存在差异，具体以就诊医疗机构实验室出具的参考范围为准，正常人血清鳞状细胞癌相关抗原通常≤1.5ng/mL。
HY-ZL-009,all,0,150,0.0,3.3,ng/mL,该指标为定量肿瘤标志物，通用参考范围为0~3.3ng/mL。肺部炎症、支气管炎、消化性溃疡等良性疾病可出现轻度升高，显著升高需警惕非小细胞肺癌等恶性肿瘤，结果需结合临床其他检查综合判断。
HY-ZL-010,all,0,150,,,ng/mL,铁蛋白存在显著性别差异，不同检测方法、试剂及检测机构参考范围可能略有不同，以就诊医院实际报告单为准；儿童、妊娠女性等特殊人群参考范围另行制定。
HY-ZL-010,male,18,150,30.0,400.0,ng/mL,
HY-ZL-010,female,18,150,13.0,150.0,ng/mL,
HY-ZL-011,all,0,150,0.0,70.0,pmol/L,女性参考范围受绝经状态影响，绝经前为0~70pmol/L，绝经后为0~140pmol/L
HY-ZL-011,male,18,150,0.0,70.0,pmol/L,
HY-ZL-011,female,18,150,0.0,70.0,pmol/L,
HY-ZL-012,all,0,150,0.0,65.0,pg/mL,不同检测方法、试剂对应的参考范围可能存在差异，该指标为小细胞肺癌特异性较高的肿瘤标志物，结果解读需结合患者临床表现、影像学及其他检查综合判断
HY-NXJ-001,all,0,150,1.8,29.2,ng/mL,1. 本参考范围为成人基础状态（非妊娠、非哺乳、非应激）参考值；女性特殊生理状态参考范围：妊娠期9.7~208.5ng/mL，绝经期1.8~20.3ng/mL；2. 催乳素检测结果受检测方法、应激、进食、哺乳等因素影响较大，需结合临床情况及就诊实验室自建参考范围综合判断。
HY-NXJ-001,male,18,150,2.1,17.7,ng/mL,
HY-NXJ-001,female,18,150,2.8,29.2,ng/mL,
HY-NXJ-002,all,0,150,,,ng/mL,1. 本参考值适用于成年人群，不同检测方法、试剂的参考范围可能存在差异，具体以就诊实验室实际标注为准；2. 女性睾酮水平受生理周期影响，绝经后女性参考范围通常<0.35ng/mL，妊娠期可出现生理性升高。
HY-NXJ-002,male,18,150,1.75,7.81,ng/mL,
HY-NXJ-002,female,18,150,0.1,0.75,ng/mL,
HY-NXJ-003,all,0,150,,,ng/mL,女性孕酮参考范围因生理时期不同存在较大差异：卵泡期0.2~1.5ng/mL，排卵期0.8~3.0ng/mL，黄体期1.7~27ng/mL，绝经后<0.7ng/mL，妊娠早期11.5~47.2ng/mL，妊娠中期16.5~50.0ng/mL，妊娠晚期81.0~159.0ng/mL
HY-NXJ-003,male,18,150,0.1,0.84,ng/mL,
HY-NXJ-004,all,0,150,,,pg/mL,雌二醇参考范围存在显著性别及女性生理周期差异：男性参考范围为20~75pg/mL；女性卵泡期为24~114pg/mL，排卵期为62~534pg/mL，黄体期为80~273pg/mL，绝经期为20~88pg/mL，具体参考范围可因检测方法不同存在差异。
HY-NXJ-004,male,18,150,20.0,75.0,pg/mL,
HY-NXJ-005,all,0,150,1.0,105.0,mIU/mL,女性参考值对应卵泡期，其余生理周期参考范围：排卵期19.2~103.0 mIU/mL，黄体期1.2~12.9 mIU/mL，绝经期10.9~58.6 mIU/mL，不同检测平台参考范围可能存在差异，建议结合检测机构标注参考值解读。
HY-NXJ-005,male,18,150,1.2,8.6,mIU/mL,
HY-NXJ-005,female,18,150,2.1,10.9,mIU/mL,
HY-NXJ-006,all,0,150,,,mIU/mL,该指标参考范围受性别及女性生理周期影响较大，男性参考范围为1.27~19.26 mIU/mL；女性各生理周期参考范围：卵泡期3.85~8.78 mIU/mL，排卵期4.54~22.51 mIU/mL，黄体期1.79~5.12 mIU/mL，绝经期16.74~113.59 mIU/mL，具体需结合检测方法及所在实验室参考值判断。
HY-NXJ-006,male,18,150,1.27,19.26,mIU/mL,
HY-NXJ-007,all,0,150,20.0,590.0,μg/dL,该指标参考范围受年龄、性别影响较大，青春期前水平较低，20~30岁达到峰值，之后随年龄增长逐渐下降，妊娠女性水平可升高，不同检测系统参考范围可能存在差异，建议以就诊实验室实际参考范围为准。
HY-NXJ-007,male,18,150,230.0,590.0,μg/dL,
HY-NXJ-007,female,18,150,20.0,380.0,μg/dL,
HY-NXJ-008,all,0,150,0.0,5.0,mIU/mL,本参考范围为非妊娠健康人群参考值；妊娠女性β-HCG水平会随孕周升高，不同孕周参考范围存在差异，需结合妊娠时间综合判断；异位妊娠、滋养细胞疾病、生殖细胞肿瘤等病理状态也可出现β-HCG异常升高。
HY-NXJ-008,male,18,150,0.0,5.0,mIU/mL,
HY-NXJ-008,female,18,150,0.0,5.0,mIU/mL,
HY-NXH-001,all,0,150,25.0,35.0,s,本指标参考区间因检测试剂、仪器不同存在差异，通常与正常对照值相比延长超过10s具有病理意义，具体以就诊医院出具的报告单为准
HY-NXH-002,all,0,150,11.0,13.0,s,手工法参考范围为11~13s，不同检测仪器、试剂参考区间存在一定差异，通常测定值较正常对照值延长3s以上为异常，具体以就诊医院实验室出具的参考范围为准
HY-NXH-003,all,0,150,2.0,4.0,g/L,该指标无性别特异性参考范围，不同检测方法参考区间可能略有差异，新生儿参考范围约1.25~3.0g/L，妊娠晚期、应激状态、高龄人群可出现生理性升高。
HY-NXH-004,all,0,150,16.0,18.0,s,手工法参考区间为16~18s，不同检测方法、试剂的参考范围存在一定差异，具体以就诊实验室给出的参考区间为准，测定值较正常对照值延长3s以上有临床意义。
HY-NXH-005,all,0,150,0.8,1.2,,健康人群参考范围为0.8~1.2，服用华法林进行抗凝治疗的患者目标INR通常为2.0~3.0，具体需结合临床情况判断。
HY-NXH-006,all,0,150,80.0,120.0,%,本参考范围为抗凝血酶III活性检测参考区间，不同检测试剂、方法可能存在一定差异，具体以就诊实验室出具的参考区间为准。
HY-NXH-007,all,0,150,75.0,100.0,%,该指标无性别特异性参考范围，不同检测系统、试剂参考范围可能存在差异，以就诊医院出具的报告单为准。
HY-NXH-008,all,0,150,0.0,0.5,mg/L FEU,本指标无性别特异性参考区间，不同检测系统参考范围可能存在差异，老年人群、妊娠期、外科术后、创伤、感染等病理生理状态下可出现升高，结果低于0.25mg/L FEU时对排除深静脉血栓、肺栓塞等静脉血栓栓塞性疾病有重要辅助价值。
HY-MY-004,all,0,150,0.0,100.0,IU/mL,本参考区间适用于成人总IgE检测，无明显性别差异，不同检测方法、试剂及人群参考范围可能存在差异，具体以就诊检测机构报告单为准；IgE升高常见于过敏性疾病、寄生虫感染、IgE型多发性骨髓瘤等情况。
HY-MY-005,all,0,150,0.0,20.0,IU/mL,正常参考范围通常为0~20IU/mL，不同检测方法参考范围可能略有差异，以就诊医院报告单为准；部分老年健康人群可出现生理性轻度升高，结果异常需结合临床症状及其他相关检查综合评估。
HY-MY-006,all,0,150,0.0,200.0,IU/mL,常用检测方法为免疫比浊法，不同检测系统参考范围可能存在小幅差异，结果升高多提示A组溶血性链球菌感染相关疾病，判读需结合临床实际情况。
HY-MY-007,all,0,150,0.0,5.0,U/mL,不同检测方法、试剂生产厂商的参考区间可能存在差异，部分检测体系参考上限为20U/mL或25U/mL，具体以就诊机构出具的检测报告标注的参考范围为准，结果高于参考上限为阳性，该指标升高对类风湿关节炎的诊断具有较高特异性。
HY-YY-001,all,0,150,3.0,20.0,ng/mL,本参考范围为血清叶酸的常规参考区间，不同检测方法及试剂对应的参考范围可能存在差异；妊娠女性建议血清叶酸水平≥4ng/mL以降低胎儿神经管缺陷发生风险，红细胞叶酸的参考范围通常为140~628ng/mL。
HY-YY-002,all,0,150,133.0,675.0,pg/mL,不同检测方法、试剂对应的参考区间可能存在差异，通常血清维生素B12<100pg/mL提示缺乏，100~180pg/mL为边缘性缺乏，儿童参考区间略高于成人。
HY-YY-003,all,0,150,20.0,100.0,ng/mL,通常认为25-羟基维生素D≥20ng/mL为充足水平，<20ng/mL为维生素D不足，<10ng/mL为维生素D缺乏，>100ng/mL为维生素D过量，>150ng/mL可能发生维生素D中毒，该指标无明显性别差异。
HY-QT-001,all,0,150,,,ng/mL,女性抗缪勒管激素水平随年龄增长逐渐下降：18~29岁参考范围2.0~6.8ng/mL，30~39岁1.5~5.5ng/mL，40~49岁0.1~2.5ng/mL，绝经后通常<0.08ng/mL，可用于评估卵巢储备功能；成年男性AMH水平相对稳定；不同检测试剂参考范围可能存在差异，建议以就诊实验室出具的参考值为准。
HY-QT-001,male,18,150,1.0,9.5,ng/mL,
HY-QT-001,female,18,150,0.1,11.8,ng/mL,
HY-QT-003,all,0,150,0.0,4.0,,本指标为13C尿素呼气试验检测值，常用单位为DOB（δ‰），参考值＜4为阴性，≥4为阳性，阳性提示幽门螺杆菌感染，不同检测机构参考阈值可能存在轻微差异，以检测机构标注为准。
HY-QT-007,all,0,150,0.0,30.0,mg/L,随机尿微量白蛋白正常参考值为0~30mg/L；30~300mg/L提示微量白蛋白尿，≥300mg/L提示临床白蛋白尿，结果需结合肾功能、病史等临床信息综合判断。
HY-QT-008,all,0,150,5.3,17.7,mmol/L,随机尿肌酐水平受个体肌肉含量、饮食摄入、饮水量及尿量等因素影响较大，单独检测临床意义有限，常联合尿白蛋白等指标计算尿白蛋白/肌酐比值用于评估肾功能。
HY-QT-008,male,18,150,7.1,17.7,mmol/L,
HY-QT-008,female,18,150,5.3,15.9,mmol/L,
ER-TC-001,all,0,150,27.0,52.0,L,身体总水分参考值与体重、年龄、体脂率密切相关，通常成年男性身体总水分约为体重的55%~65%，成年女性约为体重的45%~55%，个体参考值可结合自身体重计算
ER-TC-001,male,18,150,34.0,52.0,L,
ER-TC-001,female,18,150,27.0,46.0,L,
ER-TC-002,all,0,150,10.0,25.0,%,本参考范围适用于18~65岁健康成年人，儿童、老年人、专业运动员等特殊人群参考范围存在差异，体脂率过高或过低均可能提示健康风险，需结合临床情况综合判断。
ER-TC-002,male,18,150,10.0,20.0,%,
ER-TC-002,female,18,150,20.0,25.0,%,
ER-TC-003,all,0,150,18.5,23.9,kg/平方米,本参考范围为中国成人标准：正常范围18.5~23.9kg/㎡，<18.5为偏瘦，24.0~27.9kg/㎡为超重，≥28.0kg/㎡为肥胖，儿童、孕妇等特殊人群参考范围需另行评估
ER-TC-004,all,0,150,1200.0,2500.0,kcal,本参考范围为18~60岁健康成年人每日基础代谢率参考值，基础代谢率受年龄、体重、体表面积、肌肉含量、甲状腺功能等多种因素影响，个体差异较大，实际评估需结合个人生理特征及检测方法综合判断。
ER-TC-004,male,18,150,1500.0,2200.0,kcal,
ER-TC-004,female,18,150,1200.0,1700.0,kcal,
ER-TC-005,all,0,150,0.0,100.0,cm²,VFA<100cm²为正常水平，≥100cm²提示内脏脂肪增多；男性≥130cm²、女性≥90cm²可判定为内脏型肥胖，不同检测设备参考范围可能存在差异，请以检测机构标注为准。
ER-TC-005,male,18,150,0.0,130.0,cm²,
ER-TC-005,female,18,150,0.0,90.0,cm²,
ER-TC-006,all,0,150,,,kg,本参考范围适用于18~65岁健康成年人群，骨骼肌量与年龄、身高、体重、日常运动习惯等因素密切相关，不同检测仪器参考范围可能略有差异，个体结果评估需结合自身基础情况综合判断。
ER-TC-006,male,18,150,28.0,40.0,kg,
ER-TC-006,female,18,150,18.0,28.0,kg,
ER-TC-007,all,0,150,,,kg,体脂肪量为绝对值，与个体总体重、身高、年龄密切相关，无统一通用的固定参考范围。临床通常结合体脂率判断，成年男性正常体脂率参考范围为10%~20%，成年女性正常体脂率参考范围为20%~30%，体脂肪量可通过总体重×体脂率计算得到。
ER-TC-008,all,0,150,,,,本参考范围适用于中国成年人群，无通用不分性别的参考区间；男性腰臀比≥0.9、女性腰臀比≥0.85可判定为中心性肥胖，结果异常需结合体重指数、体脂率等指标综合评估。
ER-TC-008,male,18,150,0.72,0.9,,
ER-TC-008,female,18,150,0.67,0.85,,
YB-JC-001,all,0,150,90.0,139.0,mmHg,本参考范围适用于成年人静息状态下测量的收缩压，儿童收缩压参考值随年龄增长存在差异；收缩压120~139mmHg为正常高值，非同日3次测量收缩压≥140mmHg可诊断为高血压
YB-JC-002,all,0,150,60.0,89.0,mmHg,正常成人舒张压参考范围为60~89mmHg，非同日3次测量舒张压≥90mmHg可诊断为高血压，舒张压＜60mmHg提示舒张压降低。
YB-JC-003,all,0,150,,,cm,身高为人体测量指标，无统一通用正常参考范围，数值受年龄、种族、遗传、地域、营养状况等多种因素影响，生长发育期人群可参考对应年龄段同性别身高百分位标准判断生长情况。
YB-JC-004,all,0,150,,,kg,体重无统一固定参考范围，需结合身高、年龄综合判断，成人通常可通过计算体重指数（BMI=体重(kg)/身高(m)²）评估体重是否正常，BMI正常参考范围为18.5~23.9kg/㎡。
YB-JC-005,all,0,150,60.0,100.0,bpm,本参考范围适用于静息状态下的成年人。儿童、老年人群、长期运动者参考范围可能存在差异，运动员等健康人群静息脉搏可低至50bpm左右，属于生理正常情况。
HY-SW-001,all,0,150,0.0,50.0,U/mL,正常参考范围0~50U/mL提示对鸡蛋耐受；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，>200U/mL为重度不耐受，不同检测系统参考区间可能存在差异，需结合对应试剂盒说明书判读结果。
HY-SW-002,all,0,150,0.0,50.0,U/mL,正常参考范围为0~50U/mL（阴性，提示对牛奶耐受）；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，>200U/mL为重度不耐受；不同检测系统参考范围可能存在差异，以检测机构出具的报告为准
HY-SW-003,all,0,150,0.0,50.0,U/mL,本指标为食物不耐受检测指标，正常参考值为<50U/mL（阴性，提示对螃蟹耐受）；50~100U/mL为1级轻度不耐受，100~200U/mL为2级中度不耐受，>200U/mL为3级重度不耐受，无性别特异性差异，不同检测方法参考范围可能存在差异，建议结合检测机构出具的报告判读。
HY-SW-004,all,0,150,0.0,50.0,U/mL,本指标无性别差异，正常参考区间为0~50U/mL（阴性）；50~100U/mL提示轻度虾不耐受，100~200U/mL提示中度虾不耐受，≥200U/mL提示重度虾不耐受。不同检测方法参考区间可能存在差异，具体以就诊医院报告单为准。
HY-SW-005,all,0,150,0.0,50.0,U/mL,本指标为食物不耐受检测项目，常规参考区间下<50U/mL为阴性（提示对小麦耐受），50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，>200U/mL为重度不耐受，不同检测系统参考区间可能存在差异，结果需结合临床综合判断。
HY-SW-006,all,0,150,0.0,50.0,U/mL,该指标为食物不耐受检测项目，正常参考区间0~50U/mL为阴性（提示对玉米耐受）；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，≥200U/mL为重度不耐受，不同检测试剂参考区间可能存在差异，具体以就诊实验室标注为准。
HY-SW-007,all,0,150,0.0,50.0,U/mL,正常值为<50U/mL（阴性，提示对大豆耐受）；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，>200U/mL为重度不耐受，结果需结合临床表现、饮食习惯综合判定，不同检测系统参考区间可能存在差异，建议以就诊实验室报告单为准。
HY-SW-008,all,0,150,0.0,50.0,U/mL,正常参考范围为<50U/mL（阴性，提示对西红柿耐受）；50~100U/mL为轻度不耐受，101~200U/mL为中度不耐受，>200U/mL为重度不耐受。不同检测系统参考区间可能存在差异，建议以就诊医院出具的报告单为准
HY-SW-009,all,0,150,0.0,50.0,U/mL,蘑菇IgG为食物不耐受检测指标，正常参考区间为0~50U/mL，提示对蘑菇耐受；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，≥200U/mL为重度不耐受，不同检测系统参考区间可能存在差异，以检测实验室报告为准。
HY-SW-010,all,0,150,0.0,50.0,U/mL,本指标为牛肉特异性IgG抗体，正常参考值<50U/mL为阴性，提示对牛肉耐受；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，>200U/mL为重度不耐受。不同检测系统参考区间可能存在差异，具体以就诊机构报告为准。
HY-SW-011,all,0,150,0.0,50.0,U/mL,0~50U/mL为阴性（对鸡肉耐受）；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，＞200U/mL为重度不耐受，不同检测系统参考区间可能存在差异，以检测机构出具的报告为准
HY-SW-012,all,0,150,0.0,50.0,U/mL,该指标为食物不耐受检测项目，<50U/mL为阴性（提示对猪肉耐受），50~100U/mL提示轻度不耐受，100~200U/mL提示中度不耐受，≥200U/mL提示重度不耐受；不同检测系统参考范围可能存在差异，建议以检测机构出具的参考区间为准。
HY-SW-013,all,0,150,0.0,50.0,U/mL,本指标为鳕鱼特异性IgG抗体检测，常用参考范围下<50U/mL为阴性，提示对鳕鱼耐受；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，≥200U/mL为重度不耐受。不同检测系统参考区间可能存在差异，结果需结合临床情况综合判读。
HY-SW-014,all,0,150,0.0,50.0,U/mL,该指标为食物不耐受检测项目，正常参考范围为<50U/mL（阴性，提示对大米耐受）；50~100U/mL为轻度不耐受，100~200U/mL为中度不耐受，>200U/mL为重度不耐受，结果解读需结合临床症状综合判断。
HY-ROMA-001,all,0,150,0.0,11.4,%,本指标仅适用于绝经前女性，用于卵巢癌风险评估，正常参考值<11.4%，≥11.4%提示卵巢癌高风险，不同检测试剂参考范围可能存在差异，以就诊实验室实际标注为准
HY-ROMA-001,female,18,150,0.0,11.4,%,
HY-ROMA-002,all,0,150,,,%,本指标仅适用于绝经后女性，用于评估卵巢癌发病风险，检测值<7.4%提示卵巢癌低风险，≥7.4%提示卵巢癌高风险，不同检测试剂参考阈值可能略有差异，以检测实验室实际标注为准
HY-ROMA-002,female,18,150,0.0,7.4,%,
HY-HGH-001,all,0,150,0.001,10.0,ng/mL,本参考范围为空腹静息状态下的基础值。生长激素呈脉冲式分泌，受运动、饮食、睡眠、应激等多种因素影响，单次基础值测定临床价值有限，需结合激发试验等结果综合判断；儿童基础生长激素参考范围通常<20ng/mL。
HY-HGH-001,male,18,150,0.001,2.0,ng/mL,
HY-HGH-001,female,18,150,0.001,10.0,ng/mL,
